VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
304	Atividade/ramo do negócio	64	3	 	N	 	177	 
	"715- serviço  de  administração
     municipal"	  	 	 	 	 	 	 
 	"716- serviço  de  administração
     autárquica"							
	"717- serviço  de  administração
     não definida"							
	721- exército	 	 		 		 	
 	722- marinha de guerra	 	 	 	 			 
	723- aeronáutica							
	724- polícia militar							
	725- polícia civil							
	726- corpo de bombeiros							
	727- outras org gov segu							
 	801- org inter rep est							
 	"901- outra atividade não  defi-
     nida"	 	 		 	 		
	902- atividade mal definida							
 	   - não aplicável	 	 	 	 			
305	Ramo de Atividade	67	1		N		7	
	1- indústria de transformação							
	3-  construção civil							
	5- comércio							
	7- serviços							
	8- outros							
	9- sem declaração							
	 - não aplicável							
306	Posição na ocupação	68	1	 	N	 	6	 
 	2- empregado	 	 	 	 	 	 	 
 	4- conta própria	 	 	 	 	 	 	 
 	6- empregador	 	 	 	 	 		 
 	8- não remunerado	 	 	 	 	 	 	 
 	9- sem declaração		 	  	 	 	 	 
 	 - não aplicável	 	 	 	 	 	 	 
307	Ganhava por mês, quinzena	69	1		N		6	
	1- mês							
 	3- quinzena							 
	5- semana							
	7- outra							
 	9- sem declaração	 	 	 	 			 
 	 - não aplicável	 	 	 	 	 	 	 
308	Tem carteira assinada?	70	1	  	N		4	
	2- sim							
 	4- não		 			 	 	
 	9- sem declaração		 	 	 	 	 	 
	 - menor de 10 anos	  	 	 	 	 	 	 
309	Rendimento Mensal dinheiro	71	9		N			
								
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
339	Faixa de rendimento dinheiro	80	2		N		9	
	1-       1 a   9.999	 	 		 		 	
 	2-  10.000 a  49.999	 	 	 	 			 
	3-  50.000 a  99.999							
	4- 100.000 a 299.999							
	5- 300.000 e mais							
	6- sem declaração							
	7- somente benefic							
 	9- 9.999.999 / sem declaração							
 	 - não aplicável	 	 		 	 		
310	Horas efetivas semana	82	2		N			
311	"Rendimento mensal em dinheiro e
 outra"	84	9	 	N			
341	"Faixa de rendimento em dinheiro
 e outra"	93	2		N		10	
	1-       1 a   9.999	 	 		 		 	
 	2-  10.000 a  49.999	 	 	 	 			 
	3-  50.000 a  99.999							
	4- 100.000 a 299.999							
	5- 300.000 e mais							
	6- sem rendimento							
	7- somente benefic							
	8- não remunerado							
	9- 9.999.999/sem declaração							
	 - não aplicável							
312	Horas efetivamente sem. Outro	95	2		N			
313	Tomou provid no período?	97	1		N		4	
	1- sim							
	3- não							
	9- sem declaração							
	 - não aplicável 							
314	Tomou  prov. Antes	98	1		N		4	
 	2- sim	 	 	 	 	 	 	 
 	4- não	 	 	 	 	 	 	 
 	9- sem declaração		 	  	 	 	 	 
 	 - não aplicável	 	 	 	 	 	 	 
315	Que providência tomou?	99	1		N		9	
	1- coms. empregador							
 	2- fez concurso							 
	3- cons. Agência							
	4- colocou anúncio							
 	5- cons. Parente	 	 	 	 			 
 	6- outra	 	 	 	 	 	 	 
 	7- nada fez	 	 	  	 		 	
	9- sem declaração							
	 - não aplicável	  	 	 	 	 	 	 
9316	Quando tomou prov. (data)	100	6		N			
316	Quando tomou prov. (dia)	100	2		N			
346	Quando tomou prov. (mês)	102	2		N		 	
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
356	Quando tomou prov. (ano)	104	2		N			
366	Quando tomou prov salto	106	1		N		4	
	1- menos de 30 dias							
	2- mais de 30 dias							
	9- sem declaração							
	 - não aplicável							
317	Quanto tempo proc. (mês)	107	2		N			
347	Quanto tempo proc. (semana)	109	2		N			
318	Já trabalhou antes c/rem	111	1		N		4	
	1- sim							
	3- não							
	9- sem declaração							
	 - não aplicável							
319	Já trabalhou antes s/rem	112	1		N		5	
	2- sim							
	4- não							
	6- não identificado							
	9- sem declaração							
	 - não aplicável							
320	Qto tempo não trabalhou (anos)	113	2		N			
350	Qto tempo não trabalhou (mês)	115	2		N			
360	Qto tempo não trabalhou (sem.)	117	2		N			
321	Ocupação anterior	119	3		N		373	303
322	Atividade anterior	122	3		N		177	304
323	Ramo atividade anterior	125	1		N		7	
	1- indústria de transformação							
	3- construção civil							
 	5- comércio							
	7- serviços							
	8- outros							
 	9- sem declaração	 	 		 		 	
 	 - não aplicável 	 	 	 	 	 	 	 
324	Posição ocupação anterior 	126	1	 	N	 	5	 
 	2- empregado		 	  	 	 	 	 
 	4- conta própria	 	 	 	 	 	 	 
 	6- empregador	 	 	  	 		 	
	9- sem declaração							
 	 - não aplicável							 
325	Tempo último emprego (anos)	127	2		N			
355	Tempo último emprego (mês)	129	2		N			
326	Porque saiu último emprego?	131	1	 	N		4	 
 	1- pediu para sair	 	 	 	 	 	 	 
 	3- foi despedido	 	 	  	 		 	
	9- sem declaração							
	 - não aplicável	  	 	 	 	 	 	 
327	"Último emprego carteira assina-
 nada"	132	1		N		4	
	2- sim	 	 	 	 		 	
								
								
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
327	"Último emprego carteira assina-
 nada"	132	1		N		4	
 	4- não	 	 		 			
	9- sem declaração							
	 - não aplicável							
328	Último emprego recebeu FGTS	133	1		N		4	
	1- sim							
	3- não							
	9- sem declaração							
	 - não aplicável							
256	Idade calculada	134	3		N			
